Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3300000,1.0397005,0.55637664,0.01800139,0.017316388,0.0003000001,2475.5,20.523503184318542,20.523503184318542,1.0
3310000,1.0249994,0.46745738,None,None,None,None,None,None,1.0
3320000,1.101123,0.45491093,0.014103974,0.019237874,0.00030000004,3109.0,None,None,1.0
3330000,1.0714821,0.4508948,None,None,None,3617.5,20.34833679596583,20.34833679596583,1.0
3340000,1.1097996,0.4150343,None,None,None,None,None,None,1.0
3350000,1.1288217,0.40802476,0.011065956,0.021142527,0.0003000001,4167.5,20.387003699938457,20.387003699938457,1.0
3360000,1.030015,0.3676438,None,None,None,4574.0,20.025003564357757,20.025003564357757,1.0
3370000,1.0616392,0.29798442,0.011911889,0.016439851,0.0003,5101.0,None,None,1.0
3380000,1.0000763,0.5014519,None,None,None,5428.333333333333,19.381670931975048,19.381670931975048,1.0
3390000,0.9743545,0.3990092,None,None,None,5967.0,20.248503878712654,20.248503878712654,1.0
3400000,0.9630999,0.3663073,0.014435779,0.01694253,0.0003,3033.0,21.466003954410553,21.466003954410553,1.0
3410000,0.9220505,0.43256205,None,None,None,6367.5,19.88150319457054,19.88150319457054,1.0
3420000,1.020374,0.35278067,0.0145993335,0.018516056,0.00030000007,4399.0,20.10000467300415,20.10000467300415,1.0
3430000,1.0793489,0.45899987,None,None,None,None,None,None,1.0
3440000,1.0622176,0.43028,0.020682903,0.017591828,0.00030000004,4496.5,20.4625031799078,20.4625031799078,1.0
3450000,0.9295304,0.31521353,None,None,None,8017.0,17.882336695988972,17.882336695988972,1.0
3460000,0.97466093,0.4182829,None,None,None,2732.0,15.767002582550049,15.767002582550049,1.0
3470000,0.9624566,0.4905955,0.010979867,0.019835878,0.00030000004,3749.0,20.750004053115845,20.750004053115845,1.0
3480000,1.0298896,0.32055122,None,None,None,None,None,None,1.0
3490000,1.0233003,0.29799634,0.012746777,0.017002238,0.00030000004,3732.0,19.767004013061523,19.767004013061523,1.0
3500000,1.0320687,0.38376394,None,None,None,7257.5,17.789803260564803,17.789803260564803,1.0
3510000,0.950154,0.31249043,0.013373928,0.015623749,0.00030000004,4216.0,17.141503542661667,17.141503542661667,1.0
3520000,1.0171056,0.35854337,None,None,None,3265.0,19.234004080295563,19.234004080295563,1.0
3530000,1.0481074,0.48596898,0.013481855,0.012335324,0.00030000004,4082.0,19.417004346847534,19.417004346847534,1.0
3540000,1.0655581,0.30420434,None,None,None,5576.666666666667,18.255670309066772,18.255670309066772,1.0
3550000,1.0726497,0.29910555,0.011457499,0.01588818,0.00030000004,3311.75,20.312253788113594,20.312253788113594,1.0
3560000,1.0123796,0.3333514,None,None,None,3910.3333333333335,20.422004063924152,20.422004063924152,1.0
3570000,0.97611517,0.45919457,0.0149499485,0.017072123,0.00030000004,None,None,None,1.0
3580000,1.0235614,0.31355438,None,None,None,6957.5,18.04150377213955,18.04150377213955,1.0
3590000,0.9818547,0.4362123,0.014401486,0.018421063,0.00030000004,6582.5,17.416503459215164,17.416503459215164,1.0
3600000,0.9939522,0.343779,None,None,None,None,None,None,1.0
3610000,1.0595713,0.40954936,0.014866098,0.0171889,0.00030000004,6941.5,20.615004062652588,20.615004062652588,1.0
3620000,1.0782223,0.3810133,None,None,None,2799.0,17.100003607571125,17.100003607571125,1.0
3630000,1.0665951,0.29471213,None,None,None,5760.0,18.239003092050552,18.239003092050552,1.0
3640000,1.0501844,0.32040438,0.013742801,0.015059976,0.00030000004,3382.5,19.616503655910492,19.616503655910492,1.0
3650000,1.0766848,0.31992957,None,None,None,3765.75,20.48325376212597,20.48325376212597,1.0
3660000,1.0675403,0.39236253,0.012906775,0.016077932,0.00030000004,5549.0,21.95000422000885,21.95000422000885,1.0
3670000,1.0460403,0.3545861,None,None,None,7449.0,19.075003027915955,19.075003027915955,1.0
3680000,1.0108044,0.41591468,0.013907929,0.016476179,0.00030000004,6699.0,17.033337026834488,17.033337026834488,1.0
3690000,1.0359037,0.28142658,None,None,None,4115.0,19.384003162384033,19.384003162384033,1.0
3700000,1.0844694,0.43119797,0.011742924,0.016380016,0.00030000004,None,None,None,1.0
3710000,1.0404061,0.35973918,None,None,None,5321.666666666667,20.766003236174583,20.766003236174583,1.0
3720000,1.0503476,0.27663648,0.015012127,0.018717611,0.00030000004,4849.0,19.433336555957794,19.433336555957794,1.0
3730000,1.0227485,0.3559767,None,None,None,3566.0,21.183003664016724,21.183003664016724,1.0
3740000,1.0596752,0.37709418,0.012917099,0.015133506,0.00030000004,5582.0,17.91700279712677,17.91700279712677,1.0
3750000,1.025688,0.2952819,None,None,None,None,None,None,1.0
3760000,1.0393744,0.3841675,0.011144925,0.01621649,0.00030000004,7015.5,20.467003405094147,20.467003405094147,1.0
3770000,0.98369104,0.26158783,None,None,None,6798.8,13.000169545412064,13.000169545412064,1.0
3780000,1.0059727,0.30699992,0.01162649,0.018399034,0.00030000004,3615.0,19.88400411605835,19.88400411605835,1.0
3790000,0.9684682,0.4149092,None,None,None,5499.0,19.0000036607186,19.0000036607186,1.0
3800000,0.9570054,0.41036096,0.013438753,0.019015523,0.00030000004,2799.0,22.20000410079956,22.20000410079956,1.0
3810000,0.9910767,0.4280754,None,None,None,9999.0,13.000003397464752,13.000003397464752,1.0
3820000,1.0118349,0.33538815,0.011667956,0.021162909,0.00030000004,4110.0,20.866503655910492,20.866503655910492,1.0
3830000,0.97150785,0.48863333,None,None,None,7766.0,20.434002697467804,20.434002697467804,1.0
3840000,0.9873743,0.35881764,None,None,None,4816.0,18.708004355430603,18.708004355430603,1.0
3850000,1.0380254,0.42971784,0.015480735,0.016696362,0.00030000004,4432.0,20.067004680633545,20.067004680633545,1.0
3860000,0.9866025,0.3287481,None,None,None,4836.25,19.017003084222477,19.017003084222477,1.0
3870000,0.95526636,0.36378413,0.013283726,0.017816275,0.00030000004,5378.5,19.816403114795683,19.816403114795683,1.0
3880000,0.9128496,0.36009967,None,None,None,3790.75,20.833253160119057,20.833253160119057,1.0
3890000,0.8827216,0.49767864,0.012860301,0.017225426,0.00030000004,4290.5,17.667004108428955,17.667004108428955,1.0
3900000,0.86660844,0.3930159,None,None,None,3607.5,19.011004428068798,19.011004428068798,1.0
3910000,0.8361546,0.4476765,0.018295992,0.021194216,0.00030000004,4765.5,17.10850340127945,17.10850340127945,1.0
3920000,0.7527239,0.5216466,None,None,None,5232.0,20.534002780914307,20.534002780914307,1.0
3930000,0.8474936,0.42689854,0.017908227,0.021374673,0.00030000004,9999.0,15.000003397464752,15.000003397464752,1.0
3940000,0.8676986,0.5138378,None,None,None,3749.0,19.750003933906555,19.750003933906555,1.0
3950000,0.9025635,0.36953798,0.016758746,0.019143758,0.00030000004,None,None,None,1.0
3960000,0.8460263,0.3788011,None,None,None,3312.2,20.78680399656296,20.78680399656296,1.0
3970000,0.85657656,0.39283744,0.016181277,0.01889735,0.00030000004,4538.0,19.961003839969635,19.961003839969635,1.0
3980000,0.8631085,0.30970073,None,None,None,9999.0,16.000002950429916,16.000002950429916,1.0
3990000,0.8895869,0.4744297,0.014804494,0.012853978,0.00030000004,4141.0,20.858003944158554,20.858003944158554,1.0
4000000,0.9152865,0.41343403,None,None,None,None,21.108003735542297,21.108003735542297,1.0
4010000,0.8772454,0.3638687,0.014674003,0.01472169,0.00030000004,3904.6666666666665,20.41650401055813,20.41650401055813,1.0
4020000,0.8879706,0.45540714,None,None,None,None,19.45000332593918,19.45000332593918,1.0
4030000,0.88767695,0.3473715,None,None,None,2541.0,21.458003163337708,21.458003163337708,1.0
4040000,0.88467634,0.3799651,0.01351164,0.014087076,0.00030000004,3954.6666666666665,19.877670685450237,19.877670685450237,1.0
4050000,0.88941824,0.37696913,None,None,None,3116.0,19.383004426956177,19.383004426956177,1.0
4060000,0.9102306,0.4062296,0.01366474,0.016134104,0.00030000004,4149.0,21.100003480911255,21.100003480911255,1.0
4070000,0.91421616,0.41752777,None,None,None,None,None,None,1.0
4080000,0.93438864,0.37100545,0.01227039,0.016639944,0.00030000004,3649.0,20.350003480911255,20.350003480911255,1.0
4090000,0.88971895,0.34318435,None,None,None,4259.666666666667,20.23933716615041,20.23933716615041,1.0
4100000,0.8474803,0.35656393,0.010703339,0.023930391,0.00030000004,3157.0,21.342003852128983,21.342003852128983,1.0
4110000,0.8415623,0.37142345,None,None,None,6682.5,17.066502630710602,17.066502630710602,1.0
4120000,0.90331185,0.4126716,0.0116166165,0.01607901,0.00030000004,5687.666666666667,19.144669989744823,19.144669989744823,1.0
4130000,0.9264346,0.3735432,None,None,None,9999.0,16.50000250339508,16.50000250339508,1.0
4140000,0.8664923,0.41415507,0.013185322,0.018296953,0.00030000004,3449.0,17.275003761053085,17.275003761053085,1.0
4150000,0.83763903,0.35312435,None,None,None,3899.0,None,None,1.0
4160000,0.8412591,0.4527053,None,None,None,9999.0,16.800003588199615,16.800003588199615,1.0
4170000,0.8217506,0.37942734,0.0136003895,0.016718013,0.00030000004,4574.0,20.316004276275635,20.316004276275635,1.0
4180000,0.9042881,0.2937282,None,None,None,5236.75,18.604253724217415,18.604253724217415,1.0
4190000,0.85996526,0.390792,0.013039608,0.020806842,0.00030000004,6532.5,18.86633676290512,18.86633676290512,1.0
4200000,0.8156422,0.35323983,None,None,None,3874.0,20.875004172325134,20.875004172325134,1.0
4210000,0.8066134,0.44986233,0.016063998,0.015715128,0.00030000004,5592.4,13.906602770090103,13.906602770090103,1.0
4220000,0.8309638,0.36866778,None,None,None,5024.0,20.72500389814377,20.72500389814377,1.0
4230000,0.8962137,0.400655,0.015190304,0.015180216,0.00030000004,3549.0,20.950003623962402,20.950003623962402,1.0
4240000,0.92459095,0.5052053,None,None,None,3232.0,20.267003536224365,20.267003536224365,1.0
4250000,0.9713539,0.37555215,0.014032801,0.016131727,0.00030000004,9999.0,16.00000235438347,16.00000235438347,1.0
4260000,0.8904327,0.36978298,None,None,None,6624.0,16.12500388920307,16.12500388920307,1.0
4270000,0.8738948,0.34335697,0.01224476,0.017643252,0.00030000004,None,None,None,1.0
4280000,0.92759824,0.3519671,None,None,None,4276.666666666667,21.055670499801636,21.055670499801636,1.0
4290000,0.90431964,0.36305484,0.0120847225,0.018445183,0.00030000004,3416.0,21.083004474639893,21.083004474639893,1.0
4300000,0.96932036,0.35014987,None,None,None,3899.0,19.805670857429504,19.805670857429504,1.0
4310000,0.93733823,0.41199613,None,None,None,9999.0,-3.499999523162842,-3.499999523162842,1.0
4320000,0.90780175,0.3023671,0.010541631,0.016484438,0.0003,3782.0,20.71700429916382,20.71700429916382,1.0
4330000,0.8377245,0.36503264,None,None,None,4449.0,20.55000364780426,20.55000364780426,1.0
4340000,0.84525627,0.38668633,0.013697907,0.017930677,0.00030000004,4574.0,20.925003170967102,20.925003170967102,1.0
4350000,0.8837497,0.3902378,None,None,None,3232.0,21.01700258255005,21.01700258255005,1.0
4360000,0.83522755,0.35172158,0.013745771,0.018277105,0.00030000004,5605.0,19.72733720143636,19.72733720143636,1.0
4370000,0.81977016,0.37270957,None,None,None,6640.5,16.858503073453903,16.858503073453903,1.0
4380000,0.83643895,0.40232763,0.015170986,0.015448549,0.00030000004,3538.0,20.294336875279743,20.294336875279743,1.0
4390000,0.89088225,0.4554626,None,None,None,9999.0,15.000004053115845,15.000004053115845,1.0
4400000,0.8920015,0.32745484,0.015941419,0.015357757,0.00030000004,5249.0,20.250003218650818,20.250003218650818,1.0
4410000,0.8689783,0.40525073,None,None,None,7299.0,17.700003519654274,17.700003519654274,1.0
4420000,0.9169988,0.3218641,0.015023957,0.018255655,0.00030000004,9666.0,14.833002269268036,14.833002269268036,1.0
4430000,0.9554256,0.32212177,None,None,None,3582.3333333333335,20.250004172325134,20.250004172325134,1.0
4440000,0.96445656,0.38052374,0.011838035,0.018635977,0.00030000004,None,None,None,1.0
4450000,0.87507284,0.26548493,None,None,None,6857.5,5.641500949859619,5.641500949859619,1.0
4460000,0.83956397,0.33152968,0.012250408,0.015968835,0.00030000004,4732.333333333333,19.400003507733345,19.400003507733345,1.0
4470000,0.8040908,0.24344482,None,None,None,3865.3333333333335,20.97525341808796,20.97525341808796,1.0
4480000,0.8038322,0.39568472,0.01206575,0.022342559,0.00030000004,7949.0,10.250001564621925,10.250001564621925,1.0
4490000,0.7576676,0.38892296,None,None,None,9999.0,7.075001567602158,7.075001567602158,1.0
4500000,0.7840217,0.37509677,None,None,None,None,None,None,1.0
4510000,0.8376905,0.39947549,0.0141491,0.014978903,0.00030000004,4349.5,21.149504110217094,21.149504110217094,1.0
4520000,0.8565154,0.3836796,None,None,None,4049.0,20.950003504753113,20.950003504753113,1.0
4530000,0.8021643,0.37545726,0.01673607,0.020906061,0.00030000004,3399.0,20.100003480911255,20.100003480911255,1.0
4540000,0.75795615,0.35223508,None,None,None,5140.5,19.358502626419067,19.358502626419067,1.0
4550000,0.810311,0.35050803,0.014850269,0.016674658,0.00030000004,6240.5,21.017003536224365,21.017003536224365,1.0
4560000,0.75597286,0.39572498,None,None,None,4776.833333333333,19.333289516823633,19.333289516823633,1.0
4570000,0.7695877,0.39371204,0.013594611,0.019279327,0.00030000004,4032.0,23.46700292825699,23.46700292825699,1.0
4580000,0.79963845,0.40160492,None,None,None,7157.5,15.341503761708736,15.341503761708736,1.0
4590000,0.7987133,0.4391366,0.012676269,0.015448396,0.00030000004,5815.666666666667,18.683336695035297,18.683336695035297,1.0
4600000,0.7881953,0.33060616,None,None,None,9082.0,18.91700392961502,18.91700392961502,1.0
4610000,0.8182051,0.46764526,0.014991383,0.018523673,0.00030000004,None,None,None,1.0
4620000,0.8902642,0.47803718,None,None,None,2549.0,None,None,1.0
4630000,0.85521954,0.32534304,0.013512586,0.020857243,0.00030000004,3982.5,19.994336764017742,19.994336764017742,1.0
4640000,0.9521138,0.31571954,None,None,None,3510.3333333333335,19.655337194601696,19.655337194601696,1.0
4650000,0.97690785,0.3879226,0.011758924,0.016667549,0.00030000004,3771.3333333333335,19.394336740175884,19.394336740175884,1.0
4660000,0.85922056,0.27834812,None,None,None,6765.5,17.983503311872482,17.983503311872482,1.0
4670000,0.7359373,0.41259363,0.01324569,0.01717457,0.00030000004,5893.666666666667,18.272003531455994,18.272003531455994,1.0
4680000,0.7579166,0.37511218,None,None,None,3948.5,19.550503984093666,19.550503984093666,1.0
4690000,0.7179032,0.3632041,None,None,None,3232.3333333333335,20.933336973190308,20.933336973190308,1.0
4700000,0.70990187,0.43226257,0.014820754,0.01966083,0.00030000004,5274.0,18.97500468790531,18.97500468790531,1.0
4710000,0.6886371,0.4125385,None,None,None,7691.0,18.55800324678421,18.55800324678421,1.0
4720000,0.7202448,0.45708752,0.015842188,0.017254895,0.00030000004,3390.5,20.108503572642803,20.108503572642803,1.0
4730000,0.78662616,0.46783742,None,None,None,None,None,None,1.0
4740000,0.66503304,0.28916958,0.019255191,0.017190987,0.00030000004,5860.333333333333,12.63866893450419,12.63866893450419,1.0
4750000,0.6695723,0.47879452,None,None,None,2683.0,20.816004276275635,20.816004276275635,1.0
4760000,0.7016052,0.3632431,0.018114004,0.013079113,0.00030000004,4594.142857142857,19.641837000846863,19.641837000846863,1.0
4770000,0.69501066,0.38897556,None,None,None,None,20.483004093170166,20.483004093170166,1.0
4780000,0.71905226,0.46326783,0.0172289,0.017062144,0.00030000004,3499.3333333333335,20.883003413677216,20.883003413677216,1.0
4790000,0.75496936,0.39399222,None,None,None,6374.0,18.82767079770565,18.82767079770565,1.0
4800000,0.7514902,0.3785774,0.012708813,0.022657318,0.00030000004,None,None,None,1.0
4810000,0.7734487,0.55218303,None,None,None,3449.0,21.55000400543213,21.55000400543213,1.0
4820000,0.7701886,0.34933403,0.01532798,0.01645812,0.00030000004,6615.666666666667,20.57500395178795,20.57500395178795,1.0
4830000,0.8116429,0.28760308,None,None,None,6232.0,11.633502423763275,11.633502423763275,1.0
4840000,0.837882,0.42965013,None,None,None,9999.0,15.000002712011337,15.000002712011337,1.0
4850000,0.7608309,0.3886527,0.0127136065,0.013865133,0.00030000004,3982.0,19.517003774642944,19.517003774642944,1.0
4860000,0.8136495,0.3503705,None,None,None,4065.5,19.683504223823547,19.683504223823547,1.0
4870000,0.72216606,0.35025463,0.011770154,0.0213014,0.00030000004,3332.0,20.167004346847534,20.167004346847534,1.0
4880000,0.7471605,0.3477517,None,None,None,3890.5,20.108504116535187,20.108504116535187,1.0
4890000,0.77137214,0.3486809,0.011608208,0.015519252,0.00030000004,4004.0,18.63400411605835,18.63400411605835,1.0
4900000,0.7867525,0.2819927,None,None,None,4691.0,19.491753797978163,19.491753797978163,1.0
4910000,0.77610844,0.35324225,0.011549276,0.018760119,0.00030000004,None,None,None,1.0
4920000,0.7760625,0.38124982,None,None,None,3116.0,19.883002817630768,19.883002817630768,1.0
4930000,0.75334895,0.28282267,0.014365673,0.017602166,0.00030000004,9999.0,13.00000274181366,13.00000274181366,1.0
4940000,0.78287905,0.2866773,None,None,None,7299.0,17.200003385543823,17.200003385543823,1.0
4950000,0.8367337,0.3520967,0.011490303,0.02027667,0.00030000004,None,None,None,1.0
4960000,0.81404185,0.35397163,None,None,None,6399.0,18.70000410079956,18.70000410079956,1.0
4970000,0.7917448,0.18181427,0.011499741,0.013217044,0.00030000004,5103.25,16.455670207738876,16.455670207738876,1.0
4980000,0.81153584,0.27111414,None,None,None,7760.333333333333,19.608003824949265,19.608003824949265,1.0
4990000,0.7419188,0.36487103,0.012964472,0.014838664,0.00030000004,5486.75,17.509803169965743,17.509803169965743,1.0
5000000,0.7001688,0.26771292,None,None,None,3361.25,20.637753441929817,20.637753441929817,1.0
5010000,0.6869822,0.4007629,None,None,None,None,None,None,1.0
5020000,0.68946373,0.4564166,0.013510893,0.013888662,0.00030000004,7671.0,16.161337206761043,16.161337206761043,1.0
5030000,0.6624527,0.50216424,None,None,None,8990.5,15.258503943681717,15.258503943681717,1.0
5040000,0.6793171,0.3212937,0.01736045,0.020486144,0.00030000004,3432.5,20.56650310754776,20.56650310754776,1.0
5050000,0.70502377,0.4670029,None,None,None,2965.0,21.534002780914307,21.534002780914307,1.0
5060000,0.69460535,0.42790347,0.018174728,0.015886838,0.00030000004,6507.0,17.492003589868546,17.492003589868546,1.0
5070000,0.6926398,0.3613776,None,None,None,3012.2,20.158504351973534,20.158504351973534,1.0
5080000,0.7034783,0.40242958,0.015463829,0.018884521,0.00030000004,None,21.80000388622284,21.80000388622284,1.0
5090000,0.7358521,0.36469638,None,None,None,5982.333333333333,17.683336695035297,17.683336695035297,1.0
5100000,0.6534266,0.50901836,0.013108643,0.017949214,0.00030000004,3737.6666666666665,20.761337220668793,20.761337220668793,1.0
5110000,0.651136,0.3332221,None,None,None,9999.0,16.500004082918167,16.500004082918167,1.0
5120000,0.6833851,0.42567366,0.016428163,0.0150328735,0.00030000004,4395.0,18.48320308327675,18.48320308327675,1.0
5130000,0.6684635,0.49302334,None,None,None,2733.0,19.26600217819214,19.26600217819214,1.0
5140000,0.6515557,0.44759598,0.018172022,0.017941752,0.00030000004,None,None,None,1.0
5150000,0.64210147,0.47595054,None,None,None,3366.0,20.133004426956177,20.133004426956177,1.0
5160000,0.7566439,0.35041308,0.01687067,0.021096772,0.00030000004,3699.0,None,None,1.0
5170000,0.7946574,0.38798955,None,None,None,None,19.80000376701355,19.80000376701355,1.0
5180000,0.735095,0.33868963,0.013606701,0.013541115,0.00030000004,4028.0,20.18367075920105,20.18367075920105,1.0
5190000,0.6905198,0.25587556,None,None,None,4466.0,20.983003616333008,20.983003616333008,1.0
5200000,0.6819625,0.33728424,None,None,None,3782.5,20.716503620147705,20.716503620147705,1.0
5210000,0.66242594,0.33996892,0.01254553,0.019284904,0.00030000004,5711.25,19.287753865122795,19.287753865122795,1.0
5220000,0.63629586,0.3680739,None,None,None,3521.0,20.584003746509552,20.584003746509552,1.0
5230000,0.68459153,0.4121203,0.015228558,0.01922983,0.00030000004,4332.0,19.46650379896164,19.46650379896164,1.0
5240000,0.77154136,0.46414375,None,None,None,None,None,None,1.0
5250000,0.7851876,0.38591522,0.016894663,0.015735695,0.00030000004,7982.5,18.51650346815586,18.51650346815586,1.0
5260000,0.7128703,0.39868146,None,None,None,3657.5,20.341503977775574,20.341503977775574,1.0
5270000,0.7144917,0.3388928,0.01535009,0.020249967,0.00030000004,None,None,None,1.0
5280000,0.72191554,0.3771551,None,None,None,3559.2,20.3398037314415,20.3398037314415,1.0
5290000,0.66928744,0.3262882,0.013018515,0.016853053,0.00030000004,6649.333333333333,18.34967029094696,18.34967029094696,1.0
5300000,0.61801726,0.2915431,None,None,None,6795.0,16.329003646969795,16.329003646969795,1.0
5310000,0.6341061,0.57811016,0.014455854,0.017971873,0.00030000004,None,None,None,1.0
5320000,0.69754994,0.47286734,None,None,None,None,None,None,1.0
5330000,0.7136236,0.4308444,0.015210726,0.017762866,0.00030000004,None,None,None,1.0
5340000,0.7479929,0.32390115,None,None,None,5555.6,17.46675354242325,17.46675354242325,1.0
5350000,0.6388583,0.41412,0.014136995,0.018064696,0.00030000004,4593.333333333333,19.891753785312176,19.891753785312176,1.0
5360000,0.64623195,0.32394075,None,None,None,3249.0,21.250003933906555,21.250003933906555,1.0
5370000,0.67948073,0.4839386,0.014975709,0.016724126,0.00030000004,3507.0,20.517003536224365,20.517003536224365,1.0
5380000,0.7066871,0.4204197,None,None,None,None,20.96700358390808,20.96700358390808,1.0
5390000,0.6572217,0.3317632,0.014531347,0.016897915,0.00030000004,4596.428571428572,19.259717992373876,19.259717992373876,1.0
5400000,0.6098041,0.39942184,None,None,None,7716.0,19.783004373311996,19.783004373311996,1.0
5410000,0.65241,0.60534847,None,None,None,2816.0,None,None,1.0
5420000,0.66741776,0.42076916,0.017372554,0.01883926,0.00030000004,None,19.183003425598145,19.183003425598145,1.0
5430000,0.71206653,0.3546566,None,None,None,5165.0,19.33400286734104,19.33400286734104,1.0
5440000,0.70337975,0.43156472,0.013240802,0.019408548,0.00030000004,5466.0,20.533003747463226,20.533003747463226,1.0
5450000,0.7668832,0.33857206,None,None,None,3371.0,20.461337745189667,20.461337745189667,1.0
5460000,0.65507627,0.30763766,0.011626561,0.016114704,0.00030000004,5640.75,19.858254000544548,19.858254000544548,1.0
5470000,0.6377682,0.38846713,None,None,None,5371.333333333333,19.461003919442494,19.461003919442494,1.0
5480000,0.6441393,0.45657006,0.013354499,0.016466107,0.0003,4149.333333333333,20.349670827388763,20.349670827388763,1.0
5490000,0.6923056,0.371974,None,None,None,4616.0,19.883003756403923,19.883003756403923,1.0
5500000,0.70977265,0.41259202,0.016203724,0.017395485,0.00030000004,4266.0,20.233003586530685,20.233003586530685,1.0
5510000,0.6710253,0.4711164,None,None,None,None,None,None,1.0
5520000,0.70187646,0.37148154,None,None,None,6732.6,17.166403925418855,17.166403925418855,1.0
5530000,0.74554145,0.338895,0.0150305135,0.014284585,0.00030000004,None,None,None,1.0
5540000,0.78077656,0.46974277,None,None,None,5933.0,None,None,1.0
5550000,0.7754982,0.33347914,0.014888699,0.016768044,0.00030000004,4038.0,20.237254112958908,20.237254112958908,1.0
5560000,0.68054765,0.2876805,None,None,None,6211.25,17.787752866744995,17.787752866744995,1.0
5570000,0.6943189,0.38231567,0.011904782,0.019993432,0.00030000004,3478.0,20.896003738045692,20.896003738045692,1.0
5580000,0.5986733,0.4214568,None,None,None,4154.666666666667,21.011004353562992,21.011004353562992,1.0
5590000,0.6735579,0.47106257,0.01712501,0.016537078,0.00030000004,4276.666666666667,20.72233768304189,20.72233768304189,1.0
5600000,0.60488725,0.54519665,None,None,None,None,None,None,1.0
5610000,0.65325075,0.43680906,0.017192103,0.020051349,0.00030000004,4165.0,19.334004163742065,19.334004163742065,1.0
5620000,0.67818797,0.42940074,None,None,None,3982.0,20.517003178596497,20.517003178596497,1.0
5630000,0.63791,0.39386493,0.012932878,0.015021328,0.00030000004,3282.0,21.717002391815186,21.717002391815186,1.0
5640000,0.65033257,0.369322,None,None,None,3749.0,18.750003933906555,18.750003933906555,1.0
5650000,0.7172024,0.39008328,0.015826385,0.013837051,0.00030000004,3315.6666666666665,21.350003878275555,21.350003878275555,1.0
5660000,0.68522286,0.35368094,None,None,None,5518.333333333333,18.583403956890105,18.583403956890105,1.0
5670000,0.56750464,0.3939023,0.012355345,0.015642678,0.00030000004,5182.2,18.066803371906282,18.066803371906282,1.0
5680000,0.61242735,0.44690636,None,None,None,3682.0,20.517004430294037,20.517004430294037,1.0
5690000,0.6564743,0.5971307,None,None,None,3549.5,21.199503660202026,21.199503660202026,1.0
5700000,0.6367113,0.48418266,0.01805244,0.015460303,0.00030000004,2933.0,None,None,1.0
5710000,0.6957983,0.4112966,None,None,None,None,19.566003799438477,19.566003799438477,1.0
5720000,0.64908063,0.49726847,0.015626293,0.015448421,0.00030000004,2899.0,20.600003242492676,20.600003242492676,1.0
